word1,word2,gold_score,model_score
choice,vein,0.98,0.1623881459236145
hymn,conquest,0.68,0.20484709739685059
endurance,band,0.4,0.12160436809062958
jail,choice,1.08,0.0945761650800705
condition,boy,0.48,0.1598724126815796
flower,endurance,0.4,0.1664067953824997
hole,agreement,0.3,0.1699933409690857
doctor,temper,0.48,0.23545601963996887
fraternity,door,0.68,0.17691268026828766
task,woman,0.68,0.1476968228816986
fraternity,baseball,0.88,0.20097610354423523
cent,size,0.4,0.08292152732610703
presence,door,0.48,0.16706494987010956
mouse,management,0.48,0.14283986389636993
task,highway,0.48,0.13515058159828186
liquor,century,0.4,0.048936210572719574
task,straw,0.68,0.14964380860328674
island,task,0.3,0.12657377123832703
night,chapter,0.48,0.13170921802520752
pollution,president,0.68,0.16335393488407135
gun,trick,0.48,0.15497493743896484
bath,trick,0.58,0.11816586554050446
diet,apple,1.18,0.210130512714386
cent,wife,0.58,0.0832124799489975
chapter,tail,0.3,0.16313417255878448
course,stomach,0.58,0.14571373164653778
hymn,straw,0.4,0.19246239960193634
dentist,colonel,0.4,0.14420630037784576
wife,straw,0.4,0.13520435988903046
hole,wife,0.68,0.15451663732528687
pupil,president,0.78,0.1467420607805252
bath,wife,0.48,0.15789571404457092
people,cent,0.48,0.1317853331565857
formula,log,1.77,0.14995574951171875
woman,fur,0.58,0.07725083827972412
apple,sunshine,0.58,0.09840474277734756
gun,dawn,1.18,0.16903336346149445
meal,waist,0.98,0.15122561156749725
camera,president,0.48,0.19338290393352509
liquor,band,0.68,0.19758935272693634
stomach,vein,2.35,0.18535979092121124
gun,fur,0.3,0.19816303253173828
couch,baseball,0.88,0.1466849446296692
worker,camera,0.68,0.18862605094909668
deck,mouse,0.48,0.17694956064224243
rice,boy,0.4,0.13405995070934296
people,gun,0.68,0.17398755252361298
cliff,tail,0.3,0.17216378450393677
ankle,window,0.3,0.10981699824333191
princess,island,0.3,0.20426984131336212
container,mouse,0.3,0.0989844799041748
wagon,container,2.65,0.14454853534698486
people,balloon,0.48,0.08968353271484375
dollar,people,0.4,0.1592087298631668
bath,balloon,0.4,0.20367035269737244
stomach,bedroom,0.4,0.1789313703775406
bicycle,bedroom,0.4,0.16263842582702637
log,bath,0.4,0.09592236578464508
bowl,tail,0.48,0.15882664918899536
go,come,2.42,0.3354959189891815
take,steal,6.18,0.19856661558151245
listen,hear,8.17,0.262188196182251
think,rationalize,8.25,0.15081658959388733
occur,happen,9.32,0.298387348651886
vanish,disappear,9.8,0.41432803869247437
multiply,divide,1.75,0.2507248520851135
plead,beg,9.08,0.25134915113449097
begin,originate,8.2,0.19618722796440125
protect,defend,9.13,0.2862304449081421
kill,destroy,5.9,0.2606344521045685
create,make,8.72,0.33813047409057617
accept,reject,0.83,0.28485721349716187
ignore,avoid,6.87,0.2665847837924957
carry,bring,5.8,0.2491256147623062
leave,enter,0.95,0.24049025774002075
choose,elect,7.62,0.17492249608039856
lose,fail,7.33,0.21692246198654175
encourage,discourage,1.58,0.4521667957305908
achieve,accomplish,8.57,0.36313408613204956
make,construct,8.33,0.16847015917301178
listen,obey,4.93,0.16850079596042633
inform,notify,9.25,0.2446439117193222
receive,give,1.47,0.2413293570280075
borrow,beg,2.62,0.1975596845149994
take,obtain,7.1,0.1923714280128479
advise,recommend,8.1,0.2988317906856537
imitate,portray,6.75,0.18325349688529968
win,succeed,7.9,0.21790699660778046
think,decide,5.13,0.2081235647201538
greet,meet,6.17,0.27438050508499146
agree,argue,0.77,0.25120285153388977
enjoy,entertain,5.92,0.25194627046585083
destroy,make,1.6,0.1965877264738083
save,protect,6.58,0.22186154127120972
give,lend,7.22,0.23780634999275208
understand,know,7.47,0.3065555989742279
take,receive,5.08,0.27234765887260437
accept,acknowledge,6.88,0.2623665928840637
decide,choose,8.87,0.30630266666412354
accept,believe,6.75,0.2223222404718399
keep,possess,8.27,0.1472320854663849
roam,wander,8.83,0.32041093707084656
succeed,fail,0.83,0.29097551107406616
spend,save,0.55,0.17615512013435364
leave,go,7.63,0.26230549812316895
come,attend,8.1,0.1318565458059311
know,believe,5.5,0.253665953874588
gather,meet,7.3,0.2253778874874115
make,earn,7.62,0.28288277983665466
forget,ignore,3.07,0.21173058450222015
multiply,add,2.7,0.18632560968399048
shrink,grow,0.23,0.29304787516593933
arrive,leave,1.33,0.20291511714458466
succeed,try,3.98,0.1971406638622284
accept,deny,1.75,0.20107212662696838
arrive,come,7.05,0.24593566358089447
agree,differ,1.05,0.19413620233535767
send,receive,1.08,0.2483082264661789
win,dominate,5.68,0.1539718359708786
add,divide,2.3,0.08690863847732544
kill,choke,4.92,0.23020991683006287
acquire,get,8.82,0.3144642412662506
participate,join,7.7,0.22363847494125366
leave,remain,2.53,0.19896988570690155
go,enter,4.0,0.21566587686538696
take,carry,5.23,0.2583393156528473
forget,learn,1.18,0.24253486096858978
appoint,elect,8.17,0.24572861194610596
engage,marry,5.43,0.18884524703025818
ask,pray,3.72,0.23902055621147156
go,send,3.75,0.26120585203170776
take,deliver,4.37,0.22698891162872314
speak,hear,3.02,0.2399117797613144
analyze,evaluate,8.03,0.2844192385673523
argue,rationalize,4.2,0.17377173900604248
lose,keep,1.05,0.2552104890346527
compare,analyze,8.1,0.22888366878032684
disorganize,organize,1.45,0.32083460688591003
go,allow,3.62,0.16402480006217957
take,possess,7.2,0.19688934087753296
learn,listen,3.88,0.23320317268371582
destroy,construct,0.92,0.21273109316825867
create,build,8.48,0.2533155381679535
steal,buy,1.13,0.2149418443441391
kill,hang,4.45,0.1747712790966034
forget,know,0.92,0.18271929025650024
create,imagine,5.13,0.24469903111457825
do,happen,4.23,0.23634079098701477
win,accomplish,7.85,0.15925514698028564
give,deny,1.43,0.1723369061946869
deserve,earn,5.8,0.21169495582580566
get,put,1.98,0.37223687767982483
locate,find,8.73,0.24892057478427887
appear,attend,6.28,0.23133079707622528
know,comprehend,7.63,0.17265856266021729
pretend,imagine,8.47,0.24857938289642334
satisfy,please,7.67,0.16886022686958313
cherish,keep,4.85,0.19264532625675201
argue,differ,5.15,0.18633787333965302
overcome,dominate,6.25,0.2083788812160492
behave,obey,7.3,0.2875877916812897
cooperate,participate,6.43,0.2655729353427887
achieve,try,4.42,0.1771264523267746
fail,discourage,3.33,0.12564057111740112
begin,quit,1.28,0.15612927079200745
say,participate,3.82,0.1086212620139122
come,bring,2.42,0.3334869146347046
declare,announce,9.08,0.1853710114955902
read,comprehend,4.7,0.15438096225261688
take,leave,2.47,0.2977806627750397
proclaim,announce,8.18,0.19890497624874115
acquire,obtain,8.57,0.37147802114486694
conclude,decide,7.75,0.2786310017108917
please,plead,2.98,0.1466798037290573
argue,prove,4.83,0.19225811958312988
ask,plead,6.47,0.21259206533432007
find,disappear,0.77,0.16403105854988098
inspect,examine,8.75,0.2844625413417816
verify,justify,4.08,0.2515241801738739
assume,predict,4.85,0.2542765140533447
learn,evaluate,4.17,0.2067386507987976
argue,justify,5.0,0.15178196132183075
make,become,4.77,0.29848453402519226
discover,originate,4.83,0.21647518873214722
achieve,succeed,7.5,0.24664969742298126
give,put,3.65,0.33043062686920166
understand,listen,4.68,0.1858881413936615
expand,grow,8.27,0.28041762113571167
borrow,sell,1.73,0.16612210869789124
keep,protect,5.4,0.30147019028663635
explain,prove,4.1,0.1956348568201065
assume,pretend,3.72,0.2639705240726471
agree,please,4.13,0.1905311942100525
forgive,forget,3.92,0.2368774712085724
clarify,explain,8.33,0.25044381618499756
understand,forgive,4.87,0.19029361009597778
remind,forget,0.87,0.23971393704414368
get,remain,1.6,0.18028506636619568
realize,discover,7.47,0.2715951204299927
require,inquire,1.82,0.1915053129196167
ignore,ask,1.07,0.20328481495380402
think,inquire,4.77,0.08688953518867493
reject,avoid,4.78,0.21077969670295715
argue,persuade,6.23,0.20173263549804688
pursue,persuade,3.17,0.18514661490917206
accept,forgive,3.73,0.2031451165676117
do,quit,1.17,0.17991237342357635
investigate,examine,8.1,0.3204847574234009
discuss,explain,6.67,0.2669280767440796
owe,lend,2.32,0.20272643864154816
explore,discover,8.48,0.24838872253894806
complain,argue,4.8,0.22587741911411285
withdraw,reject,6.38,0.18312329053878784
keep,borrow,2.25,0.16108766198158264
beg,ask,6.0,0.2566891610622406
arrange,organize,8.27,0.3022654354572296
reduce,shrink,8.02,0.12480393052101135
speak,acknowledge,4.67,0.19553826749324799
give,borrow,2.22,0.12259053438901901
kill,defend,2.63,0.18627023696899414
disappear,shrink,5.8,0.20058183372020721
deliver,carry,3.88,0.20992636680603027
breathe,choke,1.37,0.1532568335533142
acknowledge,notify,5.3,0.17660683393478394
become,seem,2.63,0.2544482350349426
pretend,seem,4.68,0.1457960307598114
accomplish,become,4.0,0.20353884994983673
contemplate,think,8.82,0.1884133666753769
determine,predict,5.8,0.21628688275814056
please,entertain,5.0,0.11006883531808853
remain,retain,5.75,0.23912853002548218
pretend,portray,7.03,0.16308806836605072
forget,retain,0.63,0.11308088898658752
want,choose,4.78,0.2511520981788635
lose,get,0.77,0.22333797812461853
try,think,2.62,0.17331381142139435
become,appear,4.77,0.23234470188617706
leave,ignore,4.42,0.17469488084316254
accept,recommend,2.75,0.1451931893825531
leave,wander,3.57,0.1460632085800171
keep,give,1.05,0.29114484786987305
give,allow,5.15,0.23830899596214294
bring,send,2.97,0.3455246090888977
absorb,learn,5.48,0.22332869470119476
acquire,find,6.38,0.2210317850112915
leave,appear,0.97,0.1528443694114685
create,destroy,0.63,0.26964855194091797
begin,go,7.42,0.1819579005241394
get,buy,5.08,0.3279137909412384
collect,save,6.67,0.16960296034812927
replace,restore,5.73,0.18249726295471191
join,add,8.1,0.1337955892086029
join,marry,5.35,0.25305062532424927
accept,deliver,1.58,0.20456279814243317
attach,join,7.75,0.14858753979206085
put,hang,3.0,0.15591853857040405
go,sell,0.97,0.16370254755020142
communicate,pray,3.55,0.22315387427806854
give,steal,0.5,0.18018029630184174
add,build,4.92,0.19063447415828705
bring,restore,2.62,0.23105621337890625
comprehend,satisfy,2.55,0.20014403760433197
portray,decide,1.18,0.15883001685142517
organize,become,1.77,0.13908515870571136
give,know,0.88,0.23403321206569672
say,verify,4.9,0.21691274642944336
cooperate,join,5.18,0.17729486525058746
arrange,require,0.98,0.1968979835510254
borrow,want,1.77,0.10212040692567825
investigate,pursue,7.15,0.21861471235752106
ignore,explore,0.4,0.24337129294872284
bring,complain,0.98,0.1768440306186676
enter,owe,0.68,0.12410386651754379
portray,notify,0.78,0.17542600631713867
remind,sell,0.4,0.16265246272087097
absorb,possess,5.0,0.16779114305973053
join,acquire,2.85,0.17109279334545135
send,attend,1.67,0.2056337296962738
gather,attend,4.8,0.17699259519577026
absorb,withdraw,2.97,0.19245591759681702
attend,arrive,6.08,0.2027394026517868
